"fixedAcidity","volatileAcidity","citricAcid","residualSugar","chlorides","freeSulfurDioxide","totalSulfurDioxide","density","pH","sulphates","alcohol","quality(p0)","quality(p1)","quality(p2)","quality(p3)","quality(p4)"
-0.433628318584071,-0.356164383561644,-0.34,-0.849315068493151,-0.792988313856427,-0.352112676056338,-0.19434628975265,-0.0117474302496283,-0.196850393700787,-0.748502994011976,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.486725663716814,-0.643835616438356,0.14,-0.808219178082192,-0.686143572621035,-0.887323943661972,-0.957597173144876,-0.121879588839941,-0.0236220472440947,-0.736526946107784,-0.0769230769230769,0,0,0.948683298050514,-0.244948974278318,-0.2
0.115044247787611,-0.438356164383562,-0.02,-0.493150684931507,-0.646076794657763,-0.746478873239437,-0.92226148409894,0.487518355359765,-0.480314960629922,-0.724550898203593,0.0153846153846151,0,0,0.948683298050514,-0.244948974278318,-0.2
0.238938053097345,-0.438356164383562,0.32,-0.623287671232877,-0.636060100166945,-0.859154929577465,-0.943462897526502,0.135095447870783,-0.511811023622048,-0.508982035928144,-0.0461538461538462,0,0,0,0.979795897113271,-0.2
-0.0796460176991149,-0.479452054794521,-0.32,-0.808219178082192,-0.726210350584307,-0.746478873239437,-0.724381625441696,0.258443465491922,-0.21259842519685,-0.676646706586826,-0.6,0,0,0,0.979795897113271,-0.2
0.36283185840708,-0.63013698630137,0.26,-0.808219178082192,-0.736227045075125,-0.859154929577465,-0.915194346289753,0.516886930983844,-0.338582677165354,-0.808383233532934,-0.661538461538462,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.168141592920354,-0.328767123287671,-0.48,-0.657534246575342,-0.739565943238731,-0.323943661971831,-0.42756183745583,0.421439060205587,-0.21259842519685,-0.652694610778443,-0.6,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.0265486725663717,-0.73972602739726,-0.12,-0.808219178082192,-0.772954924874791,-0.408450704225352,-0.717314487632509,0.281938325991195,-0.0866141732283467,-0.592814371257485,-0.6,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.36283185840708,-0.294520547945205,-0.8,-0.835616438356164,-0.796327212020033,-0.323943661971831,-0.618374558303887,-0.0734214390601977,-0.133858267716535,-0.497005988023952,-0.230769230769231,0,0,0.948683298050514,-0.244948974278318,-0.2
0.946902654867257,-0.226027397260274,0.52,-0.616438356164384,-0.706176961602671,-0.859154929577465,-0.738515901060071,0.928046989721016,-0.669291338582677,-0.580838323353293,-0.138461538461539,0,0,0,0.979795897113271,-0.2
-0.504424778761062,-0.410958904109589,-0.56,-0.821917808219178,-0.686143572621035,-0.690140845070423,-0.53356890459364,-0.143906020558001,-0.511811023622048,-0.640718562874252,-0.753846153846154,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.504424778761062,-0.438356164383562,-0.48,-0.849315068493151,-0.702838063439065,-0.577464788732394,-0.53356890459364,-0.17327459618208,-0.354330708661418,-0.712574850299401,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.557522123893805,-0.356164383561644,-0.98,-0.808219178082192,-0.772954924874791,-0.267605633802817,-0.738515901060071,-0.202643171806159,0.0708661417322833,-0.70059880239521,-0.292307692307693,0,0,0.948683298050514,-0.244948974278318,-0.2
0.415929203539823,-0.643835616438356,0.32,-0.767123287671233,-0.746243739565943,-0.746478873239437,-0.752650176678445,0.604992657856081,-0.322834645669292,-0.580838323353293,-0.569230769230769,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.486725663716814,-0.438356164383562,-0.88,-0.767123287671233,-0.752921535893155,-0.464788732394366,-0.731448763250883,-0.055800293685747,0.00787401574803126,-0.688622754491018,-0.292307692307693,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.575221238938053,-0.219178082191781,-0.86,-0.780821917808219,-0.736227045075125,-0.605633802816901,-0.893992932862191,-0.170337738619668,0.00787401574803126,-0.676646706586826,-0.107692307692308,0,0,0.948683298050514,-0.244948974278318,-0.2
0.221238938053097,-0.917808219178082,0.02,-0.575342465753425,-0.692821368948247,-0.915492957746479,-0.879858657243816,0.399412628487527,-0.149606299212599,-0.233532934131737,-0.476923076923077,0,0,0.948683298050514,-0.244948974278318,-0.2
0.097345132743363,-0.52054794520548,-0.14,-0.835616438356164,-0.469115191986644,-0.267605633802817,-0.575971731448763,0.193832599118941,-0.322834645669292,-0.48502994011976,-0.261538461538461,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.185840707964602,-0.356164383561644,-0.52,-0.671232876712329,-0.702838063439065,-0.464788732394366,-0.710247349823321,0.281938325991195,-0.181102362204725,-0.592814371257485,-0.630769230769231,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.150442477876106,-0.616438356164384,-0.38,-0.821917808219178,-0.739565943238731,-0.661971830985916,-0.604240282685512,-0.0411160058737075,-0.480314960629922,-0.640718562874252,-0.353846153846154,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.610619469026549,-0.246575342465753,-1,-0.863013698630137,-0.772954924874791,-0.408450704225352,-0.76678445229682,0.019089574155648,0.0393700787401574,-0.508982035928144,-0.6,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.398230088495575,-0.452054794520548,-0.94,-0.89041095890411,-0.806343906510851,-0.746478873239437,-0.795053003533569,-0.16593245227606,-0.0551181102362207,-0.712574850299401,-0.507692307692308,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.663716814159292,0.047945205479452,-1,-0.808219178082192,-0.485809682804674,-0.859154929577465,-0.957597173144876,-0.201174743024961,0.291338582677166,-0.784431137724551,-0.261538461538461,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.097345132743363,-0.726027397260274,0.0800000000000001,-0.780821917808219,-0.726210350584307,-0.23943661971831,-0.45583038869258,0.22320117474302,-0.149606299212599,-0.413173652694611,-0.630769230769231,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.150442477876106,-0.479452054794521,-0.32,-0.63013698630137,-0.766277128547579,-0.887323943661972,-0.943462897526502,0.267254038179156,-0.133858267716535,-0.772455089820359,-0.292307692307693,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.238938053097345,-0.863013698630137,-0.04,-0.876712328767123,-0.782971619365609,-0.211267605633803,-0.618374558303887,-0.0117474302496283,0.0236220472440947,-0.760479041916168,-0.692307692307692,0,0,0.948683298050514,-0.244948974278318,-0.2
0.0442477876106195,-0.671232876712329,-0.0600000000000001,-0.821917808219178,-0.792988313856427,-0.774647887323944,-0.879858657243816,-0.0734214390601977,-0.228346456692914,-0.48502994011976,0.107692307692308,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.0619469026548672,-0.684931506849315,-0.24,-0.917808219178082,-0.846410684474123,-0.154929577464789,-0.710247349823321,-0.0176211453744507,-0.181102362204725,-0.413173652694611,-0.323076923076923,0,0,0,0.979795897113271,-0.2
-0.504424778761062,-0.287671232876712,-0.86,-0.876712328767123,-0.706176961602671,-0.802816901408451,-0.879858657243816,-0.114537444933921,-0.118110236220473,-0.70059880239521,-0.630769230769231,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.238938053097345,-0.39041095890411,-0.32,-0.712328767123288,-0.729549248747913,-0.577464788732394,-0.250883392226148,0.428781204111607,0.00787401574803126,-0.664670658682635,-0.661538461538462,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.380530973451327,-0.095890410958904,-0.54,-0.767123287671233,-0.843071786310517,-0.887323943661972,-0.936395759717314,0.0176211453744508,-0.00787401574803137,-0.724550898203593,-0.107692307692308,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.380530973451327,-0.26027397260274,-0.56,-0.821917808219178,-0.809682804674457,-0.774647887323944,-0.879858657243816,-0.0117474302496283,-0.118110236220473,0.0419161676646707,-0.415384615384615,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.0619469026548672,-0.383561643835617,-0.5,-0.849315068493151,-0.692821368948247,-0.690140845070423,-0.413427561837456,-0.0851688693098424,-0.52755905511811,-0.317365269461078,-0.476923076923077,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.628318584070796,0.26027397260274,-0.84,-0.808219178082192,-0.816360601001669,-0.492957746478873,-0.816254416961131,-0.0587371512481581,0.228346456692913,-0.712574850299401,-0.2,0.774596669241483,-0.447213595499958,-0.316227766016838,-0.244948974278318,-0.2
-0.345132743362832,-0.438356164383562,-1,-0.931506849315069,-0.806343906510851,-0.859154929577465,-0.943462897526502,-0.139500734214392,-0.196850393700787,-0.62874251497006,-0.507692307692308,0,0,0.948683298050514,-0.244948974278318,-0.2
0.0265486725663717,-0.602739726027397,0.1,-0.684931506849315,-0.786310517529215,-0.408450704225352,-0.660777385159011,0.399412628487527,-0.354330708661418,-0.329341317365269,-0.538461538461538,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.0796460176991149,-0.657534246575342,-0.22,-0.780821917808219,-0.776293823038397,-0.23943661971831,-0.58303886925795,0.0602055800293719,-0.338582677165354,-0.688622754491018,-0.569230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.274336283185841,-0.041095890410959,-0.96,-0.958904109589041,-0.806343906510851,-0.0140845070422535,-0.703180212014134,-0.246696035242294,-0.275590551181102,-0.70059880239521,-0.569230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.504424778761062,-0.342465753424658,-0.48,-0.835616438356164,-0.762938230383973,-0.549295774647887,-0.399293286219081,-0.105726872246688,-0.133858267716535,-0.724550898203593,-0.569230769230769,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.646017699115044,-0.0684931506849314,-0.94,-0.0547945205479452,-0.776293823038397,-0.859154929577465,-0.957597173144876,-0.0851688693098424,0.228346456692913,-0.796407185628742,0.169230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.00884955752212413,-0.438356164383562,-0.04,-0.780821917808219,-0.829716193656094,-0.859154929577465,-0.865724381625442,0.428781204111607,-0.401574803149606,-0.688622754491018,-0.723076923076923,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.380530973451327,-0.171232876712329,-0.56,-0.821917808219178,-0.799666110183639,-0.71830985915493,-0.752650176678445,-0.0264317180616679,-0.0236220472440947,-0.736526946107784,-0.784615384615385,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.52212389380531,-0.664383561643836,-0.02,-0.780821917808219,-0.746243739565943,0.0704225352112675,-0.293286219081272,-0.0411160058737075,-0.0236220472440947,-0.461077844311377,-0.2,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.769911504424779,-0.767123287671233,-0.5,0.712328767123288,-0.816360601001669,1,0.088339222614841,0.0484581497797436,-0.0708661417322833,-0.748502994011976,-0.415384615384615,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.292035398230089,-0.301369863013699,-0.66,-0.726027397260274,-0.709515859766277,-0.436619718309859,-0.201413427561837,0.164464023494862,-0.448818897637796,-0.772455089820359,-0.723076923076923,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.52212389380531,-0.63013698630137,-0.38,-0.794520547945205,-0.792988313856427,-0.774647887323944,-0.717314487632509,-0.0998531571218819,0.0551181102362208,-0.748502994011976,-0.692307692307692,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.433628318584071,-0.438356164383562,-0.34,-0.794520547945205,-0.772954924874791,-0.352112676056338,-0.0247349823321554,-0.0484581497797272,-0.118110236220473,-0.676646706586826,-0.661538461538462,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.0796460176991149,-0.684931506849315,0.0600000000000001,-0.767123287671233,-0.806343906510851,-0.887323943661972,-0.929328621908127,0.0469897209985297,-0.354330708661418,-0.616766467065868,-0.2,0,0,0,0,1
-0.380530973451327,-0.376712328767123,-0.56,-0.835616438356164,-0.782971619365609,-0.690140845070423,-0.58303886925795,-0.0264317180616679,-0.133858267716535,-0.784431137724551,-0.753846153846154,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.504424778761062,-0.301369863013699,-0.86,-0.794520547945205,-0.739565943238731,-0.71830985915493,-0.780918727915194,0.149779735682823,0.0866141732283467,-0.48502994011976,-0.6,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.238938053097345,-0.315068493150685,-0.64,-0.602739726027397,-0.452420701168614,0.436619718309859,-0.0176678445229682,0.252569750367116,-0.338582677165354,-0.341317365269461,-0.753846153846154,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.292035398230089,-0.643835616438356,-0.02,-0.753424657534246,-0.712854757929883,-0.690140845070423,-0.745583038869258,0.516886930983844,-0.338582677165354,-0.664670658682635,-0.415384615384615,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.115044247787611,-0.726027397260274,-0.0600000000000001,-0.931506849315069,-0.853088480801336,-0.774647887323944,-0.872791519434629,0.0102790014684309,-0.244094488188976,-0.413173652694611,-0.415384615384615,0,0,0,0.979795897113271,-0.2
0.185840707964602,-0.698630136986301,-0.1,-0.849315068493151,-0.766277128547579,-0.859154929577465,-0.936395759717314,0.281938325991195,-0.68503937007874,-0.604790419161677,-0.753846153846154,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.539823008849557,-0.0205479452054794,-1,-0.849315068493151,-0.485809682804674,-0.915492957746479,-0.964664310954064,-0.117474302496333,0.0236220472440947,-0.772455089820359,-0.507692307692308,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.575221238938053,-0.315068493150685,-0.84,-0.876712328767123,-0.786310517529215,-0.802816901408451,-0.872791519434629,0.135095447870783,0.165354330708661,-0.760479041916168,-0.815384615384615,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.716814159292035,-0.575342465753425,-0.56,-0.876712328767123,-0.779632721202003,-0.436619718309859,-0.646643109540636,-0.0807635829662174,0.228346456692913,-0.676646706586826,-0.661538461538462,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.292035398230089,-0.280821917808219,-0.5,-0.849315068493151,-0.762938230383973,-0.802816901408451,-0.84452296819788,0.186490455212922,-0.149606299212599,-0.676646706586826,-0.507692307692308,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.646017699115044,0.0616438356164384,-0.92,-0.808219178082192,-0.813021702838063,-0.830985915492958,-0.950530035335689,-0.155653450807629,0.244094488188976,-0.70059880239521,-0.261538461538461,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.327433628318584,-0.315068493150685,-0.82,-0.821917808219178,-0.759599332220367,-0.71830985915493,-0.279151943462898,-0.0704845814978028,-0.354330708661418,-0.604790419161677,-0.569230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.0796460176991149,-0.547945205479452,-0.24,-0.780821917808219,-0.769616026711185,-0.0704225352112676,-0.575971731448763,0.0558002936857633,-0.354330708661418,-0.70059880239521,-0.569230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.592920353982301,-0.452054794520548,-0.5,-0.767123287671233,-0.769616026711185,-0.746478873239437,-0.780918727915194,-0.00440528634360859,0.133858267716535,-0.796407185628742,-0.2,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.185840707964602,-0.671232876712329,0.32,-0.794520547945205,-0.629382303839733,-0.943661971830986,-0.985865724381625,-0.0675477239353917,-0.275590551181102,-0.760479041916168,0.0769230769230769,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.185840707964602,-0.534246575342466,-0.54,-0.767123287671233,-0.736227045075125,-0.52112676056338,-0.498233215547703,0.343612334801764,-0.354330708661418,-0.784431137724551,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.575221238938053,-0.315068493150685,-0.8,-0.931506849315069,-0.803005008347245,-0.267605633802817,-0.597173144876325,-0.129221732745961,-0.149606299212599,-0.664670658682635,-0.753846153846154,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.646017699115044,-0.287671232876712,-0.38,-0.287671232876712,-0.762938230383973,-0.830985915492958,-0.696113074204947,0.0440528634361186,-0.0393700787401573,-0.580838323353293,-0.415384615384615,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.539823008849557,-0.643835616438356,-0.24,-0.73972602739726,-0.813021702838063,-0.380281690140845,-0.745583038869258,-0.487518355359765,-0.0551181102362207,-0.532934131736527,0.384615384615385,0,0,0,0.979795897113271,-0.2
-0.858407079646018,-0.150684931506849,-0.82,-0.89041095890411,-0.742904841402337,-0.577464788732394,-0.858657243816254,-0.419970631424373,0.464566929133858,-0.724550898203593,-0.0153846153846156,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.699115044247788,-0.342465753424658,-0.8,-0.904109589041096,-0.879799666110184,-0.690140845070423,-0.858657243816254,-0.560939794419962,0.275590551181102,-0.784431137724551,0.138461538461538,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.292035398230089,-0.63013698630137,0.38,-0.73972602739726,-0.722871452420701,-0.549295774647887,-0.795053003533569,0.370044052863432,-0.433070866141732,-0.664670658682635,-0.261538461538461,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.557522123893805,-0.226027397260274,-0.3,-0.849315068493151,-0.746243739565943,-0.774647887323944,-0.392226148409894,-0.0851688693098424,-0.149606299212599,-0.652694610778443,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.610619469026549,-0.246575342465753,-0.96,-0.876712328767123,-0.873121869782972,-0.887323943661972,-0.964664310954064,-0.0998531571218819,0.165354330708661,-0.772455089820359,-0.661538461538462,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.592920353982301,-0.493150684931507,-0.62,-0.89041095890411,-0.776293823038397,-0.661971830985916,-0.858657243816254,-0.207048458149784,0.00787401574803126,-0.62874251497006,-0.569230769230769,0,0,0.948683298050514,-0.244948974278318,-0.2
0.309734513274336,-0.780821917808219,-0.02,-0.863013698630137,-0.792988313856427,-0.746478873239437,-0.893992932862191,0.105726872246704,-0.622047244094488,-0.604790419161677,-0.538461538461538,0,0,0,0.979795897113271,-0.2
-0.132743362831858,0.047945205479452,-0.46,-0.808219178082192,-0.759599332220367,-0.154929577464789,-0.0176678445229682,0.135095447870783,-0.21259842519685,-0.760479041916168,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.469026548672566,-0.301369863013699,-0.94,-0.849315068493151,-0.772954924874791,-0.267605633802817,-0.738515901060071,-0.161527165932451,0.102362204724409,-0.62874251497006,-0.230769230769231,0,0,0.948683298050514,-0.244948974278318,-0.2
0.168141592920354,-0.479452054794521,0.48,-0.417808219178082,-0.706176961602671,-0.887323943661972,-0.92226148409894,0.399412628487527,-0.244094488188976,-0.652694610778443,-0.138461538461539,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.0265486725663717,-0.794520547945205,0.0800000000000001,-0.808219178082192,-0.823038397328882,-0.830985915492958,-0.858657243816254,-0.23054331864904,-0.322834645669292,-0.760479041916168,0.261538461538462,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.539823008849557,-0.335616438356164,-0.96,-0.863013698630137,-0.719532554257095,-0.746478873239437,-0.823321554770318,-0.276064610866373,0.133858267716535,-0.760479041916168,0.0461538461538462,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.380530973451327,-0.246575342465753,0.1,-0.876712328767123,-0.649415692821369,-0.126760563380282,-0.0459363957597173,-0.0117474302496283,-0.322834645669292,-0.652694610778443,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
0.097345132743363,-0.616438356164384,-0.18,-0.821917808219178,-0.759599332220367,-0.830985915492958,-0.92226148409894,0.22320117474302,-0.464566929133858,-0.592814371257485,-0.723076923076923,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.451327433628319,-0.794520547945205,0.36,-0.643835616438356,0.15525876460768,-0.887323943661972,-0.971731448763251,0.0469897209985297,-0.196850393700787,-0.101796407185629,-0.538461538461538,0,0,0,0.979795897113271,-0.2
-0.539823008849557,-0.36986301369863,-0.94,-0.808219178082192,-0.782971619365609,-0.830985915492958,-0.84452296819788,-0.176211453744491,-0.0393700787401573,-0.772455089820359,-0.507692307692308,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.309734513274336,-0.561643835616438,0,-0.863013698630137,0.191986644407345,-0.605633802816901,-0.773851590106007,-0.07929515418502,-0.5748031496063,-0.0778443113772455,-0.692307692307692,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.823008849557522,-0.424657534246575,-0.92,-0.89041095890411,-0.876460767946578,-0.887323943661972,-0.950530035335689,-0.393538913362705,0.543307086614174,-0.70059880239521,-0.0769230769230769,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
-0.486725663716814,-0.465753424657534,-0.96,-0.89041095890411,-0.759599332220367,-0.661971830985916,-0.823321554770318,-0.220264317180609,-0.0236220472440947,-0.748502994011976,-0.353846153846154,0,0,0.948683298050514,-0.244948974278318,-0.2
-0.539823008849557,-0.342465753424658,-0.92,-0.780821917808219,-0.786310517529215,-0.52112676056338,-0.420494699646643,0.0837004405286286,0.244094488188976,-0.736526946107784,-0.661538461538462,0,0.894427190999916,-0.316227766016838,-0.244948974278318,-0.2
